customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_charge_ratio
2621-UDNLU,3,1,0,1,20.85,72.0,0,0.14388489208633093
7526-IVLYU,3,1,0,1,19.65,68.35,0,0.15267175572519084
2428-HYUNX,44,1,2,3,19.35,847.25,0,2.2739018087855296
9214-EKVXR,1,1,0,1,44.0,44.0,0,0.022727272727272728
3410-MHHUM,44,1,1,0,94.4,4295.35,0,0.4661016949152542
0568-ONFPC,5,1,0,2,25.9,135.0,1,0.19305019305019305
0733-VUNUW,24,1,0,2,55.65,1400.55,1,0.431266846361186
4550-EVXNY,1,1,0,0,69.65,69.65,1,0.014357501794687724
2122-YWVYA,18,1,0,0,75.4,1380.4,0,0.23872679045092837
2968-SSGAA,10,1,0,0,100.6,1060.2,1,0.09940357852882704
2296-DKZFP,65,1,2,2,71.0,4386.2,0,0.9154929577464789
4844-JJWUY,1,1,0,0,86.0,86.0,1,0.011627906976744186
6777-TGHTM,53,1,1,3,106.95,5785.5,1,0.4955586722767648
8909-BOLNL,3,1,1,1,21.2,52.05,0,0.14150943396226415
6603-YRDCJ,33,1,2,1,61.05,2018.4,0,0.5405405405405406
3538-WZPHD,3,0,0,0,29.6,79.45,1,0.10135135135135134
3229-USWAR,34,1,1,2,79.95,2727.3,0,0.4252657911194496
2138-VFAPZ,14,1,2,1,19.7,263.65,0,0.7106598984771574
6131-JLWZM,13,1,0,1,20.3,275.4,0,0.6403940886699507
4785-QRJHC,46,0,1,2,59.9,2816.65,1,0.7679465776293823
0269-XFESX,23,1,1,1,24.35,538.5,0,0.9445585215605748
1709-EJDOX,47,1,2,1,19.75,948.9,0,2.3797468354430378
4316-XCSLJ,17,1,0,1,50.3,846.8,0,0.33797216699801197
8610-WFCJF,49,1,0,0,95.6,4783.5,1,0.5125523012552301
9693-XMUOB,59,0,0,0,50.25,2997.45,0,1.1741293532338308
0383-CLDDA,69,1,2,3,85.35,5897.4,0,0.8084358523725835
4905-JEFDW,11,0,1,0,41.6,470.6,1,0.2644230769230769
2709-UQGNP,10,1,0,1,51.65,524.5,0,0.1936108422071636
3549-ZTMNH,12,1,2,2,24.0,269.65,0,0.5
7881-INRLC,45,1,0,3,100.85,4740.0,1,0.4462072384729797
8033-ATFAS,39,1,0,1,59.85,2341.5,0,0.6516290726817042
1635-NZATJ,71,1,2,3,25.45,1789.65,0,2.7897838899803538
0562-HKHML,71,1,2,3,23.9,1626.4,0,2.97071129707113
8277-RVRSV,33,1,1,3,24.15,800.3,0,1.3664596273291927
9943-VSZUV,67,1,0,1,75.7,5060.85,0,0.8850726552179656
0117-LFRMW,37,0,0,2,40.2,1448.8,1,0.9203980099502487
6172-FECYY,49,1,0,0,84.5,4254.85,1,0.5798816568047337
7054-ENNGU,9,1,0,1,50.85,466.6,0,0.17699115044247787
1455-HFBXA,52,1,2,3,91.6,4627.8,0,0.5676855895196506
9402-CXWPL,70,1,1,0,98.9,6838.6,0,0.7077856420626896
1628-BIZYP,1,1,0,0,85.0,85.0,0,0.011764705882352941
1965-AKTSX,14,1,0,0,78.95,1101.85,1,0.17732742241925267
0082-LDZUE,1,1,0,1,44.3,44.3,0,0.022573363431151242
4786-UKSNZ,1,1,0,1,20.2,20.2,1,0.04950495049504951
5343-SGUBI,52,1,1,1,80.2,4297.6,0,0.6483790523690773
0856-NAOES,6,1,0,1,60.9,414.1,0,0.09852216748768473
1976-AZZPJ,7,0,0,1,34.2,256.6,0,0.2046783625730994
7248-VZQLC,47,1,0,2,85.2,3969.35,1,0.5516431924882629
6156-UZDLF,26,1,1,3,87.15,2274.1,0,0.29833620195065974
3099-OONVS,25,1,0,0,54.3,1296.8,0,0.46040515653775327
9500-WBGRP,69,1,2,1,19.1,1268.85,0,3.6125654450261777
5183-KLYEM,72,1,2,3,112.75,8192.6,0,0.6385809312638581
5144-PQCDZ,4,1,0,1,19.95,59.25,0,0.2005012531328321
8514-VZHEB,59,1,2,1,19.5,1147.85,0,3.0256410256410255
6625-IUTTT,67,1,2,2,65.55,4361.55,0,1.0221205186880244
9355-NPPFS,26,1,0,0,78.8,2006.1,0,0.3299492385786802
0068-FIGTF,27,1,1,1,78.2,2078.95,0,0.3452685421994885
5965-GGPRW,72,1,2,2,105.25,7609.75,0,0.684085510688836
8035-PWSEV,6,1,0,0,89.25,487.05,0,0.06722689075630252
2236-HILPA,62,1,2,3,20.65,1218.45,0,3.0024213075060535
1840-BIUOG,20,1,1,0,68.7,1416.2,0,0.29112081513828236
1356-MKYSK,6,1,0,3,78.65,483.3,0,0.07628734901462174
6080-LNESI,51,1,2,1,24.75,1234.6,0,2.0606060606060606
1830-IPXVJ,61,1,2,3,19.75,1311.6,0,3.088607594936709
5828-DWPIL,62,1,0,0,89.1,5618.3,0,0.6958473625140292
8398-TBIYD,72,1,2,2,84.7,6185.15,0,0.8500590318772137
0011-IGKFF,13,1,0,0,98.0,1237.85,1,0.1326530612244898
4192-GORJT,5,1,0,0,94.45,498.1,1,0.05293806246691371
6496-SLWHQ,3,1,0,0,105.0,294.45,1,0.02857142857142857
9912-GVSEQ,26,1,0,0,93.85,2381.55,1,0.2770378263185935
2931-FSOHN,13,1,0,0,59.9,788.35,0,0.21702838063439064
9418-RUKPH,38,1,2,1,19.95,756.4,0,1.9047619047619049
5383-MMTWC,8,1,0,0,84.0,613.4,1,0.09523809523809523
9971-ZWPBF,34,1,0,0,108.9,3625.2,0,0.31221303948576673
4712-AUQZO,18,0,0,1,33.6,550.35,0,0.5357142857142857
9711-FJTBX,56,1,1,1,85.85,4793.8,0,0.6523005241700641
2908-ZTPNF,36,0,0,2,34.85,1267.2,0,1.0329985652797704
7240-ETPTR,9,0,0,0,48.75,442.2,1,0.18461538461538463
2202-CUYXZ,1,1,0,0,84.85,84.85,1,0.011785503830288745
5995-OIGLP,12,1,0,1,56.65,654.85,1,0.2118270079435128
8421-WZOOW,57,1,0,3,95.3,5567.45,0,0.5981112277019938
6261-RCVNS,42,1,1,3,73.9,3160.55,1,0.5683355886332881
7951-QKZPL,33,1,2,1,24.5,740.3,1,1.346938775510204
1414-YADCW,70,1,2,2,84.6,5706.2,0,0.8274231678486998
8756-RDDLT,68,0,0,0,44.95,3085.35,0,1.5127919911012235
2862-PFNIK,1,0,0,0,24.7,24.7,0,0.04048582995951417
5816-QVHRX,37,1,0,3,100.3,3541.4,0,0.36889332003988035
4430-YHXGG,4,1,0,1,25.45,84.2,0,0.15717092337917485
6888-SBYAI,1,1,0,1,50.7,50.7,0,0.01972386587771203
7395-XWZOY,20,0,0,3,55.0,1165.55,0,0.36363636363636365
7169-YWAMK,72,1,2,2,68.4,4855.35,0,1.0526315789473684
3640-PHQXK,31,1,0,0,89.9,2806.9,1,0.3448275862068965
6877-LGWXO,18,1,0,0,78.55,1422.65,1,0.22915340547422025
6859-RKMZJ,11,1,0,2,55.05,608.15,0,0.19981834695731154
2729-VNVAP,33,1,2,3,19.8,641.35,0,1.6666666666666665
2957-JIRMN,62,1,1,0,84.45,4959.15,0,0.7341622261693309
2049-BAFNW,1,0,0,1,35.9,35.9,0,0.02785515320334262
3842-QTGDL,16,1,0,2,80.75,1321.3,0,0.19814241486068113
7163-OCEQI,22,1,1,1,78.65,1663.75,0,0.2797202797202797
9782-LGXMC,49,1,0,2,61.75,3024.15,0,0.7935222672064778
5975-BAICR,36,1,1,3,63.7,2188.5,0,0.5651491365777079
8019-ENHXU,42,1,0,0,99.45,4138.05,1,0.42232277526395173
5167-GBFRE,4,0,0,2,25.2,102.5,1,0.15873015873015872
9033-EOXWV,12,1,1,1,74.05,872.65,1,0.16205266711681296
4673-KKSLS,31,1,0,0,87.6,2724.25,0,0.3538812785388128
4853-OITSN,5,1,0,0,89.15,413.25,0,0.056085249579360626
9800-OUIGR,66,1,2,3,20.0,1374.2,0,3.3
1324-NLTJE,15,1,0,3,55.0,757.1,1,0.2727272727272727
2324-EFHVG,64,1,2,2,104.4,6692.65,0,0.6130268199233716
7094-MSZAO,10,1,0,3,20.05,218.5,0,0.4987531172069825
1522-VVDMG,7,1,0,0,89.75,608.8,1,0.07799442896935933
6907-CQGPN,29,0,0,0,34.3,1004.75,0,0.8454810495626823
0780-XNZFN,57,1,2,2,20.65,1125.6,0,2.7602905569007268
0239-OXEXL,46,1,0,1,84.25,3847.6,0,0.5459940652818991
2675-IJRGJ,53,1,2,2,19.65,978.0,0,2.697201017811705
7049-GKVZY,17,1,1,3,79.85,1387.35,0,0.2128991859737007
8577-QSOCG,38,1,2,1,20.2,746.05,0,1.8811881188118813
3721-CNZHX,15,1,1,1,19.8,304.6,0,0.7575757575757576
0212-ISBBF,22,0,0,0,50.35,1098.85,0,0.4369414101290963
9185-TQCVP,14,1,0,0,85.15,1139.2,1,0.1644157369348209
3585-YNADK,57,1,1,2,74.6,4368.95,0,0.7640750670241288
5271-DBYSJ,11,1,0,3,79.15,827.7,0,0.13897662665824384
1099-GODLO,1,1,2,1,20.35,20.35,0,0.04914004914004914
6828-HMKWP,12,1,2,2,21.05,262.05,0,0.5700712589073634
5567-WSELE,3,1,0,0,94.6,279.55,1,0.031712473572938694
1472-TNCWL,36,1,0,0,94.7,3512.5,0,0.3801478352692714
8063-RJYNF,16,1,0,0,94.25,1483.25,1,0.16976127320954906
0687-ZVTHB,65,1,1,3,72.45,4653.85,1,0.8971704623878537
2080-GKCWQ,2,1,0,0,74.95,151.75,0,0.0266844563042028
9661-ACXBS,42,1,0,0,105.2,4400.75,1,0.3992395437262357
2193-SFWQW,72,1,2,2,111.95,8033.1,0,0.643144260830728
5656-JAMLX,62,1,2,2,19.85,1253.65,0,3.1234256926952138
3462-BJQQA,6,1,0,0,89.75,552.65,0,0.06685236768802229
0442-TDYUO,48,1,2,1,20.05,1036.0,0,2.3940149625935163
6733-LRIZX,35,1,2,0,108.95,4025.5,0,0.32124827902707664
9503-XJUME,52,1,1,3,19.65,928.4,0,2.6463104325699747
4367-NHWMM,1,0,0,1,24.9,24.9,0,0.040160642570281124
3727-RJMEO,6,1,0,0,82.85,460.25,1,0.07242003621001811
3779-OSWCF,71,1,2,3,93.2,6506.15,0,0.7618025751072961
6736-DHUQI,67,1,1,2,84.8,5598.3,0,0.7900943396226415
3915-ODIYG,60,1,1,0,71.75,4374.55,0,0.8362369337979094
1360-RCYRT,23,0,0,2,30.35,678.75,0,0.757825370675453
2724-FJDYW,39,0,1,2,54.85,2191.7,0,0.7110300820419325
4451-RWASJ,15,1,1,1,19.5,239.75,0,0.7692307692307693
6646-VRFOL,53,1,0,0,103.85,5485.5,1,0.5103514684641309
3460-TJBWI,24,1,2,1,24.2,609.05,0,0.9917355371900827
5917-HBSDW,37,1,0,0,19.35,683.75,0,1.912144702842377
5685-IIXLY,5,1,0,0,83.6,404.2,1,0.059808612440191394
5671-UUNXD,50,1,1,0,100.65,5189.75,0,0.4967709885742672
0956-ACVZC,54,1,1,3,94.1,5060.9,0,0.5738575982996812
2325-NBPZG,3,1,0,0,74.55,233.65,0,0.04024144869215292
4250-ZBWLV,68,1,1,0,108.45,7176.55,1,0.6270170585523283
4482-FTFFX,5,1,0,0,56.15,291.45,0,0.08904719501335707
8859-DZTGQ,33,1,2,1,20.35,689.75,0,1.6216216216216215
0440-MOGPM,41,1,1,0,80.55,3263.9,0,0.5090006207324643
0020-JDNXP,34,0,1,1,61.25,1993.2,0,0.5551020408163265
3752-CQSJI,13,1,0,1,20.45,254.5,0,0.6356968215158925
5025-GOOKI,20,1,0,3,18.9,347.65,0,1.0582010582010584
4698-KVLLG,51,1,2,3,19.6,967.9,0,2.6020408163265305
5095-AESKG,3,1,0,3,91.5,242.95,1,0.03278688524590164
2887-JPYLU,41,1,0,2,45.2,1841.9,0,0.9070796460176991
4770-QAZXN,13,1,0,3,19.45,232.1,0,0.6683804627249358
4896-CPRPF,35,1,2,2,25.45,809.25,0,1.37524557956778
1871-MOWRM,12,1,0,2,80.85,866.45,1,0.14842300556586271
9714-EDSUC,4,1,0,1,94.9,360.55,0,0.04214963119072708
2027-OAQQC,43,0,0,2,49.05,2076.2,1,0.8766564729867483
0282-NVSJS,12,0,0,1,29.3,355.9,0,0.40955631399317405
9090-SGQXL,68,1,0,0,105.3,7299.65,1,0.6457739791073125
6595-YGXIT,25,1,0,0,88.95,2291.2,1,0.2810567734682406
7353-YOWFP,7,1,1,1,20.25,129.15,0,0.345679012345679
9835-ZIITK,66,1,1,0,110.85,7491.75,1,0.5953991880920163
8008-ESFLK,53,1,1,0,110.5,5835.5,0,0.4796380090497738
7537-CBQUZ,63,1,0,2,109.4,7031.45,0,0.5758683729433272
1555-DJEQW,70,1,2,2,114.2,7723.9,1,0.6129597197898423
5649-TJHOV,27,0,0,2,36.5,1032.0,1,0.7397260273972602
0519-XUZJU,1,1,0,1,70.75,70.75,1,0.014134275618374558
3363-EWLGO,5,1,0,1,19.95,109.6,0,0.2506265664160401
4750-UKWJK,37,1,1,1,19.6,727.8,0,1.887755102040816
6338-AVWCY,3,0,0,1,40.15,130.75,1,0.07471980074719801
1689-YQBYY,12,1,0,0,76.6,893.0,0,0.1566579634464752
4487-ZYJZK,38,1,1,3,19.6,763.1,0,1.9387755102040816
2959-FENLU,9,1,0,3,85.3,781.4,0,0.10550996483001172
0708-LGSMF,13,1,0,0,65.85,902.25,0,0.1974183750949127
9253-QXKBE,29,1,0,0,94.45,2653.65,1,0.3070407623080995
7634-HLQJR,47,1,2,3,20.05,1016.7,0,2.344139650872818
0487-RPVUM,61,1,0,2,99.4,5943.65,0,0.6136820925553319
4079-ULGFR,16,1,0,1,20.0,275.7,0,0.8
2516-XSJKX,41,1,2,0,78.45,3126.45,0,0.5226258763543659
0057-QBUQH,43,1,2,0,25.1,1070.15,0,1.7131474103585655
9445-SZLCH,36,1,0,2,97.35,3457.9,1,0.3697996918335902
6599-SFQVE,6,1,0,0,55.0,340.4,0,0.10909090909090909
8331-ZXFOE,58,1,1,3,71.1,4299.2,0,0.8157524613220817
4003-FUSHP,19,1,0,3,61.55,1093.2,0,0.30869212022745735
0356-ERHVT,11,1,0,2,45.9,521.9,0,0.23965141612200436
7325-ENZFI,39,0,1,2,40.3,1630.4,0,0.967741935483871
4884-ZTHVF,8,1,0,0,87.1,713.6,0,0.09184845005740529
3920-HIHMQ,26,1,0,1,49.5,1265.65,0,0.5252525252525253
3055-OYMSE,53,1,0,3,73.8,4003.85,0,0.7181571815718157
0613-WUXUM,70,1,2,1,19.2,1401.4,0,3.6458333333333335
7568-PODML,1,0,0,1,45.3,45.3,1,0.02207505518763797
4458-KVRBJ,59,1,2,1,25.0,1510.5,0,2.36
5349-IECLD,2,1,0,0,94.95,178.1,1,0.021063717746182202
1397-XKKWR,7,0,1,1,35.3,264.8,0,0.19830028328611898
3945-GFWQL,12,1,0,0,44.55,480.6,1,0.26936026936026936
8097-OMULG,59,1,1,3,76.75,4541.9,0,0.7687296416938111
6013-BHCAW,61,1,2,2,81.0,4976.15,0,0.7530864197530864
0401-WDBXM,72,1,2,2,105.55,7542.25,0,0.6821411653244908
3387-PLKUI,13,1,0,1,18.8,251.25,0,0.6914893617021276
6096-EGVTU,64,1,1,1,24.9,1595.5,0,2.570281124497992
3797-VTIDR,1,0,0,0,23.45,23.45,1,0.042643923240938165
5081-NWSUP,10,1,1,1,64.9,685.55,0,0.15408320493066255
2580-ATZSQ,65,1,1,2,61.35,3874.1,0,1.0594947025264874
8085-MSNLK,62,1,2,1,113.95,6891.4,0,0.5440982887231242
9691-HKOVS,55,1,1,0,90.15,4916.95,0,0.6100942872989462
9881-VCZEP,25,1,0,0,54.1,1373.0,0,0.4621072088724584
9526-BIHHD,1,0,0,1,29.7,29.7,1,0.03367003367003367
8757-TFHHJ,1,1,0,3,49.8,49.8,0,0.020080321285140562
4523-WXCEF,59,1,0,0,101.1,6039.9,1,0.5835806132542037
1468-DEFNC,64,1,2,2,24.4,1548.65,0,2.6229508196721314
5119-KEPFY,36,1,0,2,95.0,3440.25,0,0.37894736842105264
8364-TRMMK,3,1,0,1,50.65,151.3,1,0.059230009871668314
0916-KNFAJ,61,1,2,1,69.9,4226.7,0,0.8726752503576537
8319-QBEHW,26,0,1,2,39.95,1023.75,0,0.6508135168961201
3063-QFSZL,1,1,0,0,55.4,55.4,1,0.018050541516245487
8775-LHDJH,1,1,0,0,90.6,90.6,1,0.011037527593818985
9625-QNLUX,68,1,2,3,103.25,7074.4,0,0.6585956416464891
3097-NQYSN,2,1,0,1,86.85,156.35,1,0.023028209556706966
4024-CSNBY,72,1,2,2,94.25,6849.75,0,0.7639257294429708
7110-BDTWG,71,0,2,0,47.05,3263.6,0,1.5090329436769394
7493-GVFIO,57,1,2,3,20.55,1252.85,0,2.773722627737226
0690-SRQID,4,1,0,1,19.65,67.55,0,0.20356234096692113
9605-WGJVW,1,1,0,0,70.2,70.2,0,0.014245014245014245
9114-DPSIA,72,1,2,3,81.0,5750.0,0,0.8888888888888888
4700-UBQMV,21,1,1,2,75.9,1549.75,0,0.27667984189723316
7711-GQBZC,71,1,2,2,24.7,1810.55,0,2.8744939271255063
3565-UNOCC,29,1,0,2,99.05,2952.85,1,0.29278142352347303
4627-MIHJH,69,1,2,3,110.25,7467.55,0,0.6258503401360545
9795-NREXC,64,1,2,3,85.0,5484.4,0,0.7529411764705882
8573-CGOCC,16,1,0,3,19.75,294.9,0,0.810126582278481
7356-AYNJP,4,1,1,0,23.9,97.5,0,0.1673640167364017
9249-FXSCK,52,1,1,3,111.25,5916.45,1,0.46741573033707867
5493-SDRDQ,2,1,0,1,55.1,113.35,1,0.036297640653357534
6286-SUUWT,1,1,0,1,19.95,19.95,0,0.050125313283208024
4819-HJPIW,18,0,0,1,25.15,476.8,0,0.7157057654075547
8654-DHAOW,2,1,0,1,54.15,101.65,0,0.03693444136657433
5438-QMDDL,19,1,0,1,59.8,1130.85,0,0.3177257525083612
9812-GHVRI,40,1,0,2,83.85,3532.25,0,0.47704233750745384
5553-AOINX,66,1,1,0,104.9,6891.45,0,0.6291706387035272
1228-ZLNBX,21,1,0,1,75.3,1570.7,0,0.27888446215139445
4226-KKDON,8,1,0,0,66.65,520.95,0,0.12003000750187545
3831-YCPUO,72,1,2,3,109.5,7854.9,0,0.6575342465753424
7445-WMRBW,48,1,1,2,73.85,3581.4,0,0.6499661475964794
3308-DGHKL,69,1,2,2,19.3,1447.9,0,3.5751295336787563
9924-JPRMC,72,1,2,0,118.2,8547.15,0,0.6091370558375634
0080-EMYVY,14,1,1,3,51.45,727.85,0,0.27210884353741494
6218-KNUBD,6,1,0,0,59.45,357.6,0,0.10092514718250631
7337-CINUD,8,1,2,2,19.5,159.35,0,0.41025641025641024
7609-NRNCA,17,1,1,1,19.55,280.85,0,0.8695652173913043
0623-EJQEG,65,1,1,0,93.55,6069.25,0,0.694815606627472
7153-CHRBV,57,1,1,1,59.3,3274.35,0,0.9612141652613828
0871-URUWO,13,1,0,3,102.25,1359.0,1,0.1271393643031785
9190-MFJLN,19,1,0,3,95.9,1777.9,1,0.19812304483837329
6198-PNNSZ,56,1,1,2,109.8,6109.65,0,0.5100182149362478
3317-VLGQT,14,1,0,0,78.1,1122.4,0,0.1792573623559539
4132-POCZS,52,0,0,0,39.9,2020.9,0,1.3032581453634087
5614-DNZCE,58,1,2,3,64.9,3795.45,0,0.8936825885978428
1095-JUDTC,47,1,0,0,95.05,4504.55,1,0.49447659126775384
3896-RCYYE,67,0,0,3,53.4,3579.15,0,1.2546816479400749
9638-JIQYA,2,0,0,3,24.9,49.7,0,0.08032128514056225
3258-SANFR,6,1,0,3,44.7,276.5,0,0.1342281879194631
3726-TBHQT,71,1,2,2,114.0,8175.9,0,0.6228070175438597
3190-ITQXP,46,1,2,2,20.25,890.35,0,2.271604938271605
0870-VEMYL,5,1,0,3,53.85,259.8,1,0.09285051067780872
4833-QTJNO,67,1,0,2,83.85,5588.8,0,0.7990459153249851
3039-MJSLN,3,1,0,2,20.2,50.6,0,0.1485148514851485
0178-CIIKR,3,1,0,1,19.95,58.0,0,0.15037593984962405
5385-SUIRI,52,1,0,0,104.2,5568.35,1,0.4990403071017274
3982-XWFZQ,42,1,0,0,50.25,2203.65,1,0.835820895522388
5774-QPLTF,50,1,1,1,20.35,938.95,0,2.457002457002457
2322-VCZHZ,23,1,0,0,90.0,2024.1,0,0.25555555555555554
5010-IPEAQ,67,0,2,3,54.2,3623.95,0,1.2361623616236161
4009-ALQFH,25,1,0,0,99.5,2369.05,1,0.25125628140703515
6383-ZTSIW,39,1,1,1,99.1,3877.95,0,0.3935418768920283
8990-YOZLV,69,1,2,1,66.9,4577.9,0,1.0313901345291479
3069-SSVSN,1,0,1,1,25.85,25.85,0,0.03868471953578336
5222-IMUKT,32,1,0,0,91.05,2871.5,0,0.3514552443712246
3627-FCRDW,9,1,0,0,71.0,672.55,1,0.1267605633802817
7562-GSUHK,16,1,0,3,93.2,1573.7,1,0.17167381974248927
6685-XSHHU,60,1,2,2,20.95,1270.55,0,2.863961813842482
8901-UPRHR,72,1,2,2,109.2,7711.45,0,0.6593406593406593
4903-UYAVB,5,1,0,1,19.35,126.05,1,0.25839793281653745
0118-JPNOY,26,1,0,3,85.8,2193.65,0,0.30303030303030304
6776-TLWOI,3,1,0,1,19.85,64.55,1,0.15113350125944583
3845-FXCYS,2,1,0,0,19.65,31.2,0,0.10178117048346057
5857-XRECV,2,1,1,2,20.5,38.25,0,0.0975609756097561
0725-CXOTM,36,1,1,3,89.65,3348.1,0,0.40156162855549354
4343-EJVQB,7,1,0,1,74.35,533.6,0,0.0941492938802959
9000-PLFUZ,60,0,2,3,49.45,2907.55,0,1.2133468149646107
3427-GGZZI,19,1,0,0,89.1,1620.8,0,0.2132435465768799
7779-ORAEL,45,1,2,3,75.15,3480.35,0,0.5988023952095808
0644-OQMDK,4,1,0,0,70.65,293.85,0,0.056617126680820945
4077-CROMM,31,1,0,0,104.2,3243.45,1,0.29750479846449135
3154-CFSZG,47,1,0,0,90.05,4137.2,0,0.5219322598556357
2868-MZAGQ,1,1,0,0,79.25,79.25,1,0.012618296529968454
4847-QNOKA,1,1,0,2,44.9,44.9,1,0.022271714922048998
2220-IAHLS,1,1,0,3,19.4,19.4,0,0.051546391752577324
1658-XUHBX,59,1,0,3,88.75,5348.65,0,0.6647887323943662
6379-RXJRQ,10,1,0,0,70.1,659.65,1,0.14265335235378032
2378-HTWFW,35,1,0,3,91.0,3180.5,0,0.38461538461538464
8650-RHRKE,4,0,0,0,29.65,118.5,1,0.13490725126475547
4377-VDHYI,32,1,1,0,90.8,3023.85,0,0.3524229074889868
0475-RIJEP,43,1,0,0,77.85,3365.85,1,0.5523442517662172
1260-TTRXI,4,1,0,0,54.3,195.3,1,0.07366482504604052
3719-TDVQB,54,1,2,1,18.95,1031.1,0,2.849604221635884
6328-ZPBGN,11,1,0,2,95.15,997.65,1,0.11560693641618497
0201-MIBOL,66,1,2,2,102.4,6471.85,0,0.64453125
4937-QPZPO,61,1,1,0,99.9,6241.35,0,0.6106106106106106
2925-VDZHY,72,1,2,3,88.7,6501.35,0,0.8117249154453213
6981-TDRFT,44,0,1,0,54.3,2317.1,0,0.8103130755064457
3413-CSSTH,41,1,0,2,55.7,2237.55,0,0.7360861759425493
8033-VCZGH,50,1,1,0,103.95,5231.3,0,0.481000481000481
4789-KWMXN,47,1,1,3,110.85,5275.8,1,0.4239963915200722
0224-NIJLP,8,1,2,1,20.15,165.5,0,0.3970223325062035
7542-CYDDM,18,1,0,1,20.05,358.5,0,0.8977556109725685
4718-WXBGI,72,1,2,3,91.95,6614.9,0,0.7830342577487764
2867-UIMSS,1,1,0,0,80.5,80.5,1,0.012422360248447204
8495-PRWFH,42,1,0,0,55.65,2421.75,0,0.7547169811320755
0439-IFYUN,18,1,0,0,74.7,1294.6,0,0.24096385542168675
5716-LIBJC,13,1,1,3,104.15,1299.1,0,0.12481997119539126
2868-LLSKM,68,1,1,2,83.65,5733.4,0,0.8129109384339509
8111-RKSPX,4,1,0,2,72.2,305.55,1,0.055401662049861494
2988-QRAJY,69,1,2,3,110.05,7430.75,0,0.6269877328487051
1585-MQSSU,17,1,0,1,51.5,900.5,1,0.3300970873786408
0071-NDAFP,25,1,2,3,25.5,630.6,0,0.9803921568627451
2856-NNASM,43,1,0,1,89.55,3856.75,1,0.48017867113344503
7328-ZJAJO,59,1,2,3,19.5,1222.65,0,3.0256410256410255
6458-CYIDZ,5,1,0,0,80.7,374.8,0,0.06195786864931846
8559-CIZFV,21,1,1,1,77.5,1625.0,1,0.2709677419354839
1090-PYKCI,69,1,1,3,105.1,7234.8,0,0.6565176022835395
3058-WQDRE,13,0,0,2,25.15,331.85,0,0.5168986083499006
7547-EKNFS,42,1,0,2,95.25,3959.35,1,0.4409448818897638
2279-AXJJK,52,1,0,3,95.65,5088.4,0,0.5436487192890748
6769-DYBQN,46,1,0,0,85.0,3969.4,1,0.5411764705882353
0909-SELIE,61,1,2,2,80.8,4860.85,0,0.754950495049505
3417-TSCIC,29,0,1,1,24.85,788.05,0,1.1670020120724345
1042-HFUCW,25,1,1,3,54.75,1266.35,0,0.45662100456621
4439-JMPMT,5,1,0,0,85.75,470.95,1,0.05830903790087463
6537-OTKMY,15,0,1,0,50.75,688.2,0,0.2955665024630542
8999-EXMNO,19,1,2,1,20.15,387.7,0,0.9429280397022333
6725-TPKJO,44,1,2,1,20.05,845.25,0,2.1945137157107233
2446-BEGGB,6,1,0,0,98.25,560.6,1,0.061068702290076333
7162-WPHPM,58,1,2,3,71.6,4230.25,0,0.8100558659217878
1599-MMYRQ,62,1,1,3,81.45,4983.05,0,0.7612031921424186
8821-KVZKQ,70,0,1,2,58.4,4113.15,0,1.1986301369863015
1496-GGSUK,1,0,0,1,25.7,25.7,1,0.038910505836575876
6434-TTGJP,10,0,2,3,53.7,521.0,0,0.186219739292365
0042-JVWOJ,26,1,1,2,19.6,471.85,0,1.3265306122448979
0130-SXOUN,66,1,0,3,89.4,5976.9,0,0.7382550335570469
2575-GFSOE,7,1,0,0,69.0,506.9,1,0.10144927536231885
2330-PQGDQ,51,1,1,2,84.2,4299.75,0,0.6057007125890737
1452-UZOSF,72,1,2,3,106.1,7548.6,0,0.6786050895381716
2097-YVPKN,65,1,2,1,25.75,1654.75,0,2.5242718446601944
2842-JTCCU,2,1,0,2,46.05,80.35,1,0.04343105320304018
8597-CTXVJ,70,1,1,2,64.95,4551.5,0,1.077752117013087
6631-HMANX,72,1,2,3,85.45,6227.5,0,0.8425980105324751
9962-BFPDU,1,1,0,1,20.05,20.05,0,0.04987531172069825
3296-SILRA,1,1,0,1,76.4,76.4,1,0.013089005235602092
9681-OXGVC,5,1,0,0,100.5,514.0,1,0.04975124378109453
6394-HHHZM,3,1,0,1,20.7,57.5,0,0.14492753623188406
5995-LFTLE,58,1,2,3,25.3,1474.35,0,2.292490118577075
5180-UCIIQ,22,0,0,1,40.05,880.2,1,0.5493133583021224
1932-UEDCX,33,1,0,2,100.6,3270.25,0,0.32803180914512925
7153-OANIO,1,1,0,0,69.95,69.95,1,0.014295925661186561
5188-HGMLP,54,1,0,2,74.0,3919.15,0,0.7297297297297297
0665-XHDJU,72,1,2,0,99.4,7285.7,0,0.7243460764587525
6521-YYTYI,1,1,0,0,93.3,93.3,1,0.010718113612004287
8878-HMWBV,3,1,0,0,49.15,169.05,1,0.061037639877924724
8265-HKSOW,72,1,2,3,107.45,7658.3,0,0.6700791065611912
3544-FBCAS,72,1,2,3,83.6,5959.3,0,0.861244019138756
5331-RGMTT,54,1,0,3,99.05,5295.7,0,0.5451792024230186
4759-PXTAN,59,1,1,0,80.1,4693.2,0,0.7365792759051186
7054-DMVAS,54,1,2,2,65.3,3512.9,0,0.8269525267993875
